schengen_state,origin_country,origin_consulate,visas_applied,visas_issued,visas_not_issued,visa_refusal_rate,year
Spain,MOROCCO,CASABLANCA,38016.0,31337.0,4632.0,0.1287775584531124,2014
France,NIGERIA,LAGOS,37282.0,20671.0,16579.0,0.4450738255033557,2014
France,UKRAINE,KIEV,35865.0,35520.0,327.0,0.0091221022679722,2014
Germany,RUSSIAN FEDERATION,YEKATERINBURG,35008.0,34181.0,808.0,0.0230929720769384,2014
Italy,UNITED ARAB EMIRATES,DUBAI,34699.0,31640.0,2080.0,0.0616844602609727,2014
Lithuania,BELARUS,GRODNO,34616.0,34984.0,54.0,0.0015411838575261,2014
Netherlands,INDONESIA,JAKARTA,33544.0,33138.0,366.0,0.0109240687679083,2014
Spain,PERU,LIMA,33136.0,29823.0,2145.0,0.0670983483483483,2014
Spain,CHINA,SHANGHAI,33117.0,31960.0,746.0,0.0228092704702501,2014
Greece,TURKEY,IZMIR,32954.0,32864.0,90.0,0.0027310796868361,2014
Germany,TURKEY,IZMIR,32914.0,31728.0,1177.0,0.0357696398723598,2014
Spain,RUSSIAN FEDERATION,ST. PETERSBURG,32498.0,32150.0,147.0,0.0045515063318574,2014
Germany,RUSSIAN FEDERATION,ST. PETERSBURG,32277.0,31929.0,331.0,0.0102603843769373,2014
Portugal,RUSSIAN FEDERATION,MOSCOW,32210.0,31908.0,298.0,0.0092529342358566,2014
Italy,TURKEY,IZMIR,31997.0,31527.0,463.0,0.0144732728977805,2014
Italy,INDIA,NEW DELHI,31806.0,27230.0,4526.0,0.1425242473863207,2014
Greece,CHINA,SHANGHAI,31445.0,30989.0,492.0,0.0156284743178425,2014
France,INDIA,NEW DELHI,31386.0,28267.0,3113.0,0.0992033142128744,2014
France,INDONESIA,JAKARTA,31336.0,31272.0,59.0,0.0018831189556669,2014
Netherlands,TURKEY,ISTANBUL,30963.0,29335.0,1114.0,0.0365857663634273,2014
Spain,MOROCCO,RABAT,29882.0,24091.0,4578.0,0.1596846768286302,2014
Switzerland,CHINA,SHANGHAI,29772.0,29407.0,365.0,0.0122598414617761,2014
Germany,INDIA,NEW DELHI,29488.0,26074.0,3328.0,0.1131895789402081,2014
Latvia,BELARUS,VITSYEBSK,29287.0,29153.0,112.0,0.0038270972151033,2014
Czech Republic,RUSSIAN FEDERATION,YEKATERINBURG,28966.0,28832.0,133.0,0.0045917486621784,2014
Germany,KOSOVO,PRISTINA,28924.0,171.0,5393.0,0.9692667145938174,2014
Lithuania,RUSSIAN FEDERATION,ST. PETERSBURG,28555.0,28061.0,201.0,0.0071120232113792,2014
Czech Republic,UKRAINE,KIEV,28353.0,27516.0,828.0,0.0292125317527519,2014
Italy,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,28040.0,23322.0,4589.0,0.1644154634373544,2014
Slovakia,UKRAINE,UZHHOROD,27848.0,27405.0,502.0,0.017988318343068,2014
Italy,UNITED KINGDOM,LONDON,27470.0,27109.0,167.0,0.0061225986214987,2014
Slovakia,BELARUS,MINSK,27393.0,27302.0,56.0,0.0020469332553549,2014
Germany,EGYPT,CAIRO,27323.0,25031.0,1908.0,0.0708266825049185,2014
France,COTE D'IVOIRE,ABIDJAN ,26678.0,20239.0,6418.0,0.2407622763251678,2014
Norway,CHINA,BEIJING,26592.0,26242.0,350.0,0.013161853188929,2014
Germany,QATAR,DOHA,26531.0,23742.0,1044.0,0.0421205519244734,2014
France,QATAR,DOHA,26358.0,26094.0,250.0,0.0094898269055572,2014
Germany,UNITED ARAB EMIRATES,ABU DHABI,26131.0,25031.0,1036.0,0.0397437372923619,2014
France,SENEGAL,DAKAR,25973.0,17646.0,8306.0,0.3200524044389642,2014
Switzerland,INDIA,NEW DELHI,25650.0,23753.0,1801.0,0.0704782030210534,2014
Italy,THAILAND,BANGKOK,25487.0,25400.0,77.0,0.0030223338697648,2014
France,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,25358.0,21995.0,3351.0,0.1322102106841316,2014
Greece,CHINA,BEIJING,25170.0,24855.0,310.0,0.012318696602424,2014
Czech Republic,UKRAINE,LVOV,25147.0,24848.0,274.0,0.010906774938301,2014
Germany,UNITED KINGDOM,LONDON,24948.0,24053.0,704.0,0.0284364018257462,2014
Hungary,UKRAINE,BEREHOVE,24832.0,24687.0,131.0,0.0052784269481827,2014
Switzerland,THAILAND,BANGKOK,24575.0,23857.0,715.0,0.0290981605078951,2014
Netherlands,PHILIPPINES,MANILA,24439.0,24222.0,215.0,0.0087981339771657,2014
Italy,ALGERIA,ALGIERS,24313.0,15606.0,8277.0,0.3465645019469915,2014
Poland,UKRAINE,ODESSA,24156.0,23478.0,595.0,0.0247164873509741,2014
France,INDIA,MUMBAI,23771.0,22373.0,1391.0,0.0585339168490153,2014
Italy,LEBANON,BEIRUT,23741.0,21508.0,1785.0,0.0766324646889623,2014
France,BELARUS,MINSK,23665.0,23559.0,66.0,0.0027936507936507,2014
France,UNITED ARAB EMIRATES,DUBAI,23624.0,22535.0,1077.0,0.045612400474335,2014
France,CHINA,WUHAN,23174.0,22394.0,775.0,0.0334498683585825,2014
Netherlands,CHINA,BEIJING,22966.0,22440.0,463.0,0.0202156922673885,2014
Estonia,RUSSIAN FEDERATION,PSKOV,22711.0,22569.0,98.0,0.0043234658313848,2014
Sweden,CHINA,BEIJING,22705.0,20977.0,865.0,0.0396026004944602,2014
Switzerland,KOSOVO,PRISTINA,22623.0,178.0,5851.0,0.9704760325095372,2014
Austria,UKRAINE,KIEV,22510.0,22334.0,173.0,0.0076864975341005,2014
Germany,INDIA,BANGALORE,22488.0,20298.0,2184.0,0.0971443821724045,2014
Spain,CHINA,GUANGZHOU (CANTON),22433.0,21743.0,366.0,0.0165543443846397,2014
Italy,SOUTH AFRICA,JOHANNESBURG,22344.0,21998.0,295.0,0.0132328533620418,2014
Italy,SAUDI ARABIA,JEDDAH,22325.0,21479.0,595.0,0.0269547884388873,2014
Netherlands,UKRAINE,KIEV,22303.0,21127.0,955.0,0.0432478942124807,2014
Germany,KAZAKHSTAN,ASTANA,22154.0,21634.0,514.0,0.023207513093733,2014
Spain,INDIA,MUMBAI,22056.0,20052.0,1404.0,0.0654362416107382,2014
Hungary,BELARUS,MINSK,21982.0,21951.0,31.0,0.001410244745701,2014
Switzerland,TURKEY,ISTANBUL,21910.0,14187.0,4810.0,0.2531978733484234,2014
Slovakia,UKRAINE,KIEV,21618.0,21435.0,237.0,0.0109357696566998,2014
Norway,RUSSIAN FEDERATION,MOSCOW,21183.0,20648.0,533.0,0.0251640621311552,2014
Spain,UNITED KINGDOM,LONDON,21125.0,20025.0,525.0,0.0255474452554744,2014
Spain,KUWAIT,KUWAIT,21113.0,20120.0,288.0,0.0141121128969031,2014
France,SOUTH AFRICA,CAPE TOWN,20981.0,20607.0,365.0,0.0174041579248521,2014
Spain,LEBANON,BEIRUT,20931.0,15315.0,2795.0,0.1543346217559359,2014
Italy,INDONESIA,JAKARTA,20884.0,20646.0,238.0,0.0113962842367362,2014
Germany,KAZAKHSTAN,ALMATY,20628.0,20191.0,436.0,0.0211373442575265,2014
Belgium,INDIA,MUMBAI,20380.0,19172.0,1201.0,0.0589505718352721,2014
Spain,DOMINICAN REPUBLIC,SANTO DOMINGO,20145.0,13773.0,4719.0,0.2551914341336794,2014
Norway,RUSSIAN FEDERATION,MURMANSK,20051.0,19322.0,729.0,0.0363572889132711,2014
Germany,SOUTH AFRICA,PRETORIA,19328.0,19180.0,143.0,0.007400507167624,2014
France,UNITED ARAB EMIRATES,ABU DHABI,19238.0,18521.0,714.0,0.0371198336365999,2014
Netherlands,INDIA,NEW DELHI,18932.0,17858.0,970.0,0.0515190142341194,2014
Greece,INDIA,NEW DELHI,18816.0,17028.0,1787.0,0.0949774116396492,2014
Spain,SAUDI ARABIA,RIYADH,18605.0,16117.0,103.0,0.0063501849568434,2014
Belgium,RUSSIAN FEDERATION,MOSCOW,18456.0,17755.0,760.0,0.0410477990818255,2014
Belgium,"CONGO, THE DEMOCRATIC REPUBLIC OF THE",KINSHASA,18124.0,10576.0,7201.0,0.4050739719862744,2014
Greece,UKRAINE,ODESSA,18098.0,17973.0,125.0,0.0069068405348657,2014
Greece,TURKEY,EDIRNE,18062.0,17978.0,84.0,0.0046506477687963,2014
Czech Republic,BELARUS,MINSK,18045.0,17941.0,100.0,0.0055429299927941,2014
Netherlands,TURKEY,ANKARA,18028.0,16562.0,1202.0,0.0676649403287547,2014
Netherlands,GEORGIA,TBILISSI,17888.0,13924.0,3708.0,0.2102994555353902,2014
Malta,LIBYAN ARAB JAMAHIRIYA,TRIPOLI,17838.0,10848.0,2977.0,0.2153345388788426,2014
France,MOROCCO,MARRAKECH,17504.0,16068.0,1425.0,0.0814611558909278,2014
France,PHILIPPINES,MANILA,17260.0,16466.0,792.0,0.0458917603430293,2014
France,INDIA,BANGALORE,17252.0,17002.0,237.0,0.0137478972098149,2014
Netherlands,CHINA,SHANGHAI,17218.0,16769.0,364.0,0.0212455495243098,2014
Spain,MOROCCO,NADOR,17210.0,8615.0,6786.0,0.4406207389130576,2014
Malta,RUSSIAN FEDERATION,MOSCOW,17198.0,16172.0,294.0,0.0178549738855824,2014
Lithuania,RUSSIAN FEDERATION,SOVETSK,17085.0,17035.0,39.0,0.002284174768654,2014
Italy,PHILIPPINES,MANILA,17039.0,15965.0,1056.0,0.0620410081663827,2014
Spain,UNITED ARAB EMIRATES,ABU DHABI,16844.0,14225.0,1712.0,0.1074229779757796,2014
Germany,GEORGIA,TBILISSI,16739.0,15795.0,943.0,0.0563388696379495,2014
Germany,INDONESIA,JAKARTA,16623.0,16194.0,427.0,0.0256903916731845,2014
Austria,CHINA,BEIJING,16614.0,16373.0,240.0,0.014446517787275,2014
France,COLOMBIA,BOGOTA,16405.0,15447.0,953.0,0.0581097560975609,2014
Switzerland,UNITED ARAB EMIRATES,ABU DHABI,16357.0,15923.0,276.0,0.0170380887709117,2014
Germany,AZERBAIJAN,BAKU,16328.0,15601.0,727.0,0.0445247427731504,2014
Italy,KAZAKHSTAN,ASTANA,16286.0,16001.0,285.0,0.0174996929878423,2014
France,TURKEY,ANKARA,16260.0,14897.0,1352.0,0.0832051203150963,2014
France,MOROCCO,TANGER,16006.0,13297.0,2700.0,0.1687816465587297,2014
Sweden,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,15941.0,10298.0,5016.0,0.3275434243176178,2014
Czech Republic,RUSSIAN FEDERATION,ST. PETERSBURG,15828.0,15787.0,36.0,0.0022751690577008,2014
Spain,ECUADOR,QUITO,15748.0,13605.0,1536.0,0.1014464038042401,2014
Norway,PHILIPPINES,MANILA,15685.0,14165.0,1520.0,0.0969078737647433,2014
Italy,NIGERIA,LAGOS,15662.0,12529.0,2867.0,0.1862171992725383,2014
France,MOROCCO,AGADIR,15448.0,13732.0,1692.0,0.1096991701244813,2014
Netherlands,SURINAME,PARAMARIBO,15353.0,14383.0,951.0,0.0620190426503195,2014
Austria,INDIA,NEW DELHI,15062.0,14244.0,812.0,0.0539319872476089,2014
Estonia,UKRAINE,KIEV,14993.0,14441.0,357.0,0.0241248817407757,2014
Italy,MOROCCO,CASABLANCA,14939.0,12140.0,2785.0,0.1865996649916247,2014
Italy,GEORGIA,TBILISSI,14906.0,12886.0,2018.0,0.1353998926462694,2014
France,AZERBAIJAN,BAKU,14871.0,14261.0,577.0,0.0388866424046367,2014
Spain,PHILIPPINES,MANILA,14794.0,13637.0,889.0,0.0612006058102712,2014
Italy,EGYPT,CAIRO,14779.0,13087.0,1208.0,0.0845050717033927,2014
France,MADAGASCAR,ANTANANARIVO,14732.0,11698.0,3028.0,0.2056227081352709,2014
Spain,MOROCCO,TETOUAN,14704.0,12215.0,1810.0,0.1290552584670231,2014
France,RUSSIAN FEDERATION,ST. PETERSBURG,14679.0,14468.0,206.0,0.0140384353277906,2014
Germany,INDIA,CHENNAI,14539.0,12612.0,1924.0,0.1323610346725371,2014
Spain,KAZAKHSTAN,ASTANA,14518.0,14361.0,27.0,0.0018765638031693,2014
Norway,CHINA,SHANGHAI,14337.0,14113.0,224.00000000000003,0.0156239101625165,2014
Sweden,CHINA,SHANGHAI,14180.0,13709.0,97.0,0.0070259307547443,2014
Germany,MOROCCO,RABAT,14149.0,12349.0,1794.0,0.1268472035636003,2014
Germany,SAUDI ARABIA,JEDDAH,14147.0,13829.0,247.0,0.0175475987496447,2014
Switzerland,SAUDI ARABIA,RIYADH,14143.0,13669.0,91.0,0.0066133720930232,2014
Hungary,KAZAKHSTAN,ALMATY,14067.0,13662.0,405.0,0.0287907869481765,2014
Germany,PHILIPPINES,MANILA,13993.0,12962.0,1031.0,0.0736796969913528,2014
Germany,ARMENIA,YEREVAN,13974.0,12366.0,1601.0,0.1146273358631058,2014
Greece,LEBANON,BEIRUT,13859.0,12338.0,1479.0,0.1070420496489831,2014
France,GABON,LIBREVILLE,13844.0,13054.0,783.0,0.0565874105658741,2014
Finland,UKRAINE,KIEV,13772.0,13126.0,626.0,0.0455206515415939,2014
Germany,NIGERIA,LAGOS,13738.0,9321.0,4287.0,0.3150352733686067,2014
Latvia,RUSSIAN FEDERATION,PSKOV,13665.0,13650.0,12.0,0.0008783487044356,2014
Lithuania,KAZAKHSTAN,ALMATY,13419.0,13275.0,294.0,0.021667035153659,2014
Netherlands,MOROCCO,RABAT,13391.0,11112.0,2121.0,0.1602811153933348,2014
Portugal,CAPE VERDE,CIDADE DA PRAIA,13360.0,10385.0,2974.0,0.2226214537016243,2014
France,MALI,BAMAKO,13343.0,9369.0,3946.0,0.2963574915508825,2014
Latvia,RUSSIAN FEDERATION,ST. PETERSBURG,12984.0,12939.0,41.0,0.0031587057010785,2014
Netherlands,UNITED KINGDOM,LONDON,12975.0,12159.0,644.0,0.050300710770913,2014
Slovakia,RUSSIAN FEDERATION,MOSCOW,12939.0,12898.0,50.0,0.0038616002471424,2014
Denmark,RUSSIAN FEDERATION,MOSCOW,12934.0,12440.0,99.0,0.0078953664566552,2014
Germany,CHINA,CHENGDU,12888.0,12365.0,523.0,0.0405803848541278,2014
Italy,TUNISIA,TUNIS,12885.0,11648.0,1197.0,0.0931880108991825,2014
Spain,INDIA,NEW DELHI,12854.0,11472.0,1119.0,0.0888730045270431,2014
Sweden,INDIA,NEW DELHI,12770.0,11790.0,647.0,0.0520221918469084,2014
Spain,EGYPT,CAIRO,12590.0,10363.0,1865.0,0.1525188092901537,2014
France,VIET NAM,HANOI,12541.0,11534.0,1001.0,0.0798564020741922,2014
Germany,TUNISIA,TUNIS,12509.0,11346.0,1112.0,0.0892599133087172,2014
Netherlands,INDIA,MUMBAI,12348.0,11771.0,516.0,0.041995605111093,2014
Spain,INDONESIA,JAKARTA,12286.0,12134.0,37.0,0.0030400131460027,2014
France,GUINEA,CONAKRY,12260.0,7130.0,5113.0,0.4176263987584742,2014
Hungary,RUSSIAN FEDERATION,YEKATERINBURG,12068.0,12065.0,3.0,0.0002485913158766,2014
Slovenia,RUSSIAN FEDERATION,MOSCOW,11998.0,11822.0,170.0,0.0141761174116077,2014
Italy,TURKEY,ANKARA,11974.0,11625.0,331.0,0.0276848444295751,2014
Austria,TURKEY,ISTANBUL,11930.0,11571.0,352.0,0.0295227711146523,2014
Latvia,UKRAINE,KIEV,11873.0,11039.0,19.0,0.0017182130584192,2014
Hungary,TURKEY,ISTANBUL,11351.0,11164.0,181.0,0.0159541648303217,2014
Lithuania,ARMENIA,YEREVAN,11232.0,10192.0,1045.0,0.0929963513393254,2014
France,KAZAKHSTAN,ALMATY,11223.0,10983.0,240.0,0.0213846565089548,2014
Spain,ECUADOR,GUAYAQUIL,11187.0,7929.0,2847.0,0.2641982182628062,2014
Sweden,THAILAND,BANGKOK,11185.0,8157.0,2498.0,0.2344439230408259,2014
Greece,UNITED ARAB EMIRATES,ABU DHABI,11152.0,7084.0,3791.0,0.3485977011494253,2014
Austria,SAUDI ARABIA,RIYADH,11117.0,11057.0,49.0,0.0044120295335854,2014
Germany,COLOMBIA,BOGOTA,10972.0,10543.0,429.0,0.0390995260663507,2014
France,VIET NAM,HO CHI MINH,10948.0,10090.0,851.0,0.0777808244218992,2014
Italy,COLOMBIA,BOGOTA,10943.0,10350.0,593.0,0.0541898930823357,2014
Belgium,MOROCCO,CASABLANCA,10894.0,5959.0,4299.0,0.4190875414310782,2014
Denmark,CHINA,BEIJING,10860.0,10649.0,48.0,0.0044872394129195,2014
Austria,KUWAIT,KUWAIT,10853.0,10730.0,123.0,0.0113332719063853,2014
Switzerland,UNITED KINGDOM,LONDON,10786.0,10510.0,173.0,0.0161939530094542,2014
Spain,THAILAND,BANGKOK,10783.0,10455.0,182.0,0.0171100874306665,2014
Austria,CHINA,SHANGHAI,10742.0,10710.0,32.0,0.0029789610873207,2014
France,CAMEROON,YAONDE,10664.0,7747.0,2895.0,0.2720353317045668,2014
Czech Republic,CHINA,BEIJING,10548.0,10440.0,106.0,0.0100512042480561,2014
Netherlands,SOUTH AFRICA,PRETORIA,10316.0,10149.0,152.0,0.0147558489467042,2014
Switzerland,UKRAINE,KIEV,10231.0,9763.0,467.0,0.0456500488758553,2014
Greece,GEORGIA,TBILISSI,10048.0,8672.0,1376.0,0.1369426751592356,2014
France,BURKINA FASO,OUAGADOUGOU,10032.0,8612.0,1392.0,0.1391443422630947,2014
Denmark,INDIA,NEW DELHI,9999.0,9695.0,129.0,0.0131311074918566,2014
Italy,KUWAIT,KUWAIT,9974.0,9681.0,268.0,0.0269373806412704,2014
Italy,SOUTH AFRICA,CAPE TOWN,9908.0,9804.0,70.0,0.0070893255013165,2014
Italy,AZERBAIJAN,BAKU,9890.0,9696.0,193.0,0.0195166346445545,2014
Spain,CUBA,HAVANA,9860.0,7648.0,1666.0,0.1788705175005368,2014
Germany,SOUTH AFRICA,CAPE TOWN,9858.0,9797.0,61.0,0.0061878677216473,2014
Germany,MONGOLIA,ULAN BATOR,9772.0,9075.0,696.0,0.0712311943506294,2014
Norway,THAILAND,BANGKOK,9721.0,9162.000000000002,559.0,0.0575043719781915,2014
Greece,UKRAINE,MARIUPOL,9690.0,9571.0,119.0,0.0122807017543859,2014
Netherlands,THAILAND,BANGKOK,9689.0,9570.0,100.0,0.0103412616339193,2014
France,USA,"WASHINGTON, DC",9653.0,8613.0,74.0,0.008518475883504,2014
Italy,ARMENIA,YEREVAN,9621.0,8919.0,701.0,0.0728690228690228,2014
Belgium,UNITED KINGDOM,LONDON,9601.0,7922.0,1630.0,0.170644891122278,2014
Germany,OMAN,MUSCAT,9394.0,9215.0,46.0,0.0049670661915559,2014
France,CHINA,SHENYANG,9378.0,7734.0,1641.0,0.17504,2014
Austria,THAILAND,BANGKOK,9372.0,9310.0,62.0,0.0066154502774221,2014
Sweden,UKRAINE,KIEV,9325.0,8142.0,426.0,0.049719887955182,2014
Spain,MOROCCO,AGADIR,9318.0,7183.0,1647.0,0.1865232163080407,2014
Norway,CHINA,GUANGZHOU (CANTON),9302.0,8932.0,370.0,0.039776392173726,2014
Belgium,CHINA,BEIJING,9298.0,8881.0,366.0,0.039580404455499,2014
France,CAMEROON,DOUALA,9107.0,5843.0,3262.0,0.3582646897309171,2014
France,BAHRAIN,MANAMA,9072.0,9030.0,41.0,0.0045198985778855,2014
Netherlands,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,9048.0,7283.0,1476.0,0.1685123872588195,2014
Switzerland,CHINA,GUANGZHOU (CANTON),9005.0,8780.0,225.0,0.0249861188228761,2014
Norway,INDIA,NEW DELHI,8994.0,8278.0,706.0,0.0785841495992876,2014
Czech Republic,INDIA,NEW DELHI,8982.0,8439.0,539.0,0.0600356426821118,2014
Spain,SOUTH AFRICA,PRETORIA,8982.0,8375.0,45.0,0.0053444180522565,2014
Czech Republic,TURKEY,ISTANBUL,8975.0,8791.0,175.0,0.0195181797903189,2014
France,BENIN,COTONOU,8960.0,7202.0,1746.0,0.195127402771569,2014
Italy,UNITED ARAB EMIRATES,ABU DHABI,8928.0,7943.0,753.0,0.0865915363385464,2014
Denmark,THAILAND,BANGKOK,8861.0,8244.0,399.0,0.0461645262061784,2014
Germany,LEBANON,BEIRUT,8814.0,7066.0,1513.0,0.1763608812215876,2014
Austria,UNITED ARAB EMIRATES,ABU DHABI,8737.0,8375.0,327.0,0.0375775683750861,2014
France,OMAN,MUSCAT,8724.0,8645.0,77.0,0.0088282504012841,2014
Spain,TUNISIA,TUNIS,8701.0,7811.0,613.0,0.0727682811016144,2014
Spain,EQUATORIAL GUINEA,MALABO,8670.0,7487.0,491.0,0.0615442466783655,2014
France,SOUTH AFRICA,JOHANNESBURG,8631.0,8553.0,70.0,0.0081178244230546,2014
Germany,VIET NAM,HANOI,8554.0,7389.0,1164.0,0.1360925990880392,2014
Greece,CHINA,GUANGZHOU (CANTON),8523.0,8377.0,146.0,0.0171301185028745,2014
Germany,JORDAN,AMMAN,8509.0,7172.0,979.0,0.1201079622132253,2014
Spain,SENEGAL,DAKAR,8495.0,4129.0,3238.0,0.4395276231844713,2014
Germany,KYRGYZSTAN,BISHKEK,8480.0,7720.0,759.0,0.0895152730274796,2014
Spain,TURKEY,ANKARA,8474.0,7732.0,446.0,0.0545365615064808,2014
Czech Republic,AZERBAIJAN,BAKU,8442.0,8055.0,387.0,0.0458422174840085,2014
Belgium,UKRAINE,KIEV,8416.0,7521.0,803.0,0.0964680442095146,2014
France,CONGO,BRAZZAVILLE,8200.0,6198.0,2001.0,0.2440541529454811,2014
Portugal,CHINA,SHANGHAI,8100.0,8023.0,77.0,0.0095061728395061,2014
Netherlands,EGYPT,CAIRO,7994.0,6679.0,1164.0,0.1484125972204513,2014
Netherlands,PAKISTAN,ISLAMABAD,7930.0,5310.0,2370.0,0.30859375,2014
Spain,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,7922.0,5986.0,1056.0,0.1499573984663448,2014
Czech Republic,GEORGIA,TBILISSI,7832.0,6709.0,1123.0,0.1433861082737487,2014
Denmark,UKRAINE,KIEV,7734.0,7435.0,136.0,0.0179632809404305,2014
France,GEORGIA,TBILISSI,7661.0,6710.0,942.0,0.1231050705697856,2014
Czech Republic,CHINA,SHANGHAI,7610.0,7532.0,78.0,0.0102496714848883,2014
Portugal,MOZAMBIQUE,MAPUTO,7603.0,7440.0,162.0,0.021310181531176,2014
France,INDIA,KOLKATA,7588.0,7391.0,193.0,0.0254483122362869,2014
Denmark,CHINA,SHANGHAI,7577.0,7294.0,17.0,0.0023252633018738,2014
Hungary,CHINA,BEIJING,7570.0,7252.0,317.0,0.0418813581714889,2014
France,INDIA,PONDICHERY,7475.0,6815.0,639.0,0.0857257848135229,2014
Finland,THAILAND,BANGKOK,7447.0,7331.0,112.0,0.0150476958215773,2014
Germany,BAHRAIN,MANAMA,7409.0,7050.0,104.0,0.0145373217780262,2014
Sweden,TURKEY,ISTANBUL,7375.0,6927.0,274.0,0.0380502707957228,2014
Greece,UNITED KINGDOM,LONDON,7372.0,7333.0,28.0,0.0038038310012226,2014
Greece,TURKEY,ANKARA,7350.0,7112.0,229.0,0.0311946601280479,2014
Italy,CUBA,HAVANA,7335.0,6786.0,548.0,0.0747204799563676,2014
Belgium,TURKEY,ISTANBUL,7321.0,6592.0,618.0,0.0857142857142857,2014
Germany,PAKISTAN,ISLAMABAD,7228.0,5334.0,1835.0,0.2559631747803041,2014
France,NIGERIA,ABUJA,7226.0,4981.0,2153.0,0.3017942248388001,2014
Finland,CHINA,SHANGHAI,7224.0,7125.0,52.0,0.0072453671450466,2014
Finland,CHINA,BEIJING,7165.0,7038.0,107.0,0.0149755073477956,2014
Netherlands,CHINA,GUANGZHOU (CANTON),7088.0,6851.0,213.0,0.0301528878822197,2014
Hungary,CHINA,SHANGHAI,7086.0,6997.0,84.0,0.0118627312526479,2014
Austria,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,7050.0,6107.0,490.0,0.0742761861452175,2014
Belgium,PHILIPPINES,MANILA,7029.0,6325.0,613.0,0.0883539925050446,2014
Germany,PAKISTAN,KARACHI,6993.0,5647.0,1338.0,0.1915533285612025,2014
Poland,RUSSIAN FEDERATION,ST. PETERSBURG,6963.0,6933.0,30.0,0.0043084877208099,2014
Germany,UZBEKISTAN,TASHKENT,6958.0,6148.0,748.0,0.1084686774941995,2014
Poland,CHINA,BEIJING,6915.0,6753.0,162.0,0.0234273318872017,2014
France,LIBYAN ARAB JAMAHIRIYA,TRIPOLI,6913.0,6535.0,363.0,0.0526239489707161,2014
Czech Republic,TURKEY,ANKARA,6874.0,6713.0,155.0,0.0225684333139196,2014
France,JORDAN,AMMAN,6769.0,6216.0,481.0,0.0718232044198895,2014
Greece,ARMENIA,YEREVAN,6763.0,6245.0,518.0,0.0765932278574597,2014
Switzerland,KUWAIT,KUWAIT,6676.0,6595.0,46.0,0.0069266676705315,2014
Malta,ALGERIA,ALGIERS,6649.0,3021.0,3098.0,0.5062918777578036,2014
France,SRI LANKA,COLOMBO,6648.0,5868.0,777.0,0.1169300225733634,2014
France,SINGAPORE,SINGAPORE,6644.0,6559.0,80.0,0.0120500075312547,2014
Greece,SOUTH AFRICA,JOHANNESBURG,6614.0,6532.0,54.0,0.0081992104464014,2014
Spain,JORDAN,AMMAN,6570.0,4420.0,250.0,0.0535331905781584,2014
Greece,KAZAKHSTAN,ASTANA,6564.0,6511.0,50.0,0.0076207895137936,2014
Netherlands,GHANA,ACCRA,6528.0,4599.0,1726.0,0.2728853754940711,2014
Spain,SOUTH AFRICA,CAPE TOWN,6472.0,6325.0,28.0,0.0044073665984574,2014
Switzerland,INDONESIA,JAKARTA,6415.0,6216.0,192.0,0.0299625468164794,2014
Germany,VIET NAM,HO CHI MINH,6402.0,5737.0,655.0,0.1024718397997496,2014
Spain,MAURITANIA,NOUAKCHOTT,6342.0,5096.0,864.0,0.1449664429530201,2014
Switzerland,KAZAKHSTAN,ASTANA,6319.0,6279.0,37.0,0.0058581380620645,2014
Denmark,CHINA,GUANGZHOU (CANTON),6299.0,6026.0,84.0,0.013747954173486,2014
Italy,LIBYAN ARAB JAMAHIRIYA,TRIPOLI,6235.0,5127.0,588.0,0.1028871391076115,2014
Austria,SOUTH AFRICA,PRETORIA,6226.0,6182.0,42.0,0.0067480719794344,2014
Norway,UKRAINE,KIEV,6221.0,5991.0,218.0,0.0351103237236269,2014
France,TOGO,LOME,6187.0,5144.0,1026.0,0.166288492706645,2014
Poland,KAZAKHSTAN,ALMATY,6169.0,5683.0,486.0,0.0787810017831091,2014
Portugal,CHINA,BEIJING,6141.0,5996.0,145.0,0.0236117896108125,2014
Greece,PHILIPPINES,MANILA,6126.0,5872.0,249.0,0.0406796275118444,2014
Germany,PERU,LIMA,6121.0,5973.0,148.0,0.0241790557098513,2014
Switzerland,SOUTH AFRICA,PRETORIA,6120.0,6067.0,27.0,0.0044305874630784,2014
Finland,INDIA,NEW DELHI,6115.0,5719.0,387.0,0.0633802816901408,2014
Czech Republic,UKRAINE,DONETSK,6107.0,6018.0,89.0,0.0145734403143933,2014
Netherlands,OMAN,MUSCAT,6098.0,5967.0,95.0,0.0156713955790168,2014
Italy,SENEGAL,DAKAR,6096.0,3296.0,2673.0,0.4478137041380465,2014
Austria,TURKEY,ANKARA,6058.0,5736.0,316.0,0.0522141440846001,2014
Italy,IRAQ,BAGDAD,6046.0,2757.0,438.0,0.1370892018779342,2014
Germany,IRAQ,ERBIL,6040.0,1676.0,298.0,0.1509625126646403,2014
Portugal,UKRAINE,KIEV,6008.0,5938.0,70.0,0.0116511318242343,2014
Switzerland,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,5989.0,5604.0,240.0,0.0410677618069815,2014
Germany,ALGERIA,ALGIERS,5967.0,4487.0,1478.0,0.2477787091366303,2014
