reporting_year,reporting_state,consulate_country,consulate_country_region,consulate_country_income_group,consulate_city,visitor_visa_applications,visitor_visa_issued,visitor_visa_not_issued,visitor_visa_refusal_rate
2021,Germany,West Bank and Gaza,Middle East & North Africa,Upper middle income,RAMALLAH,1713,1368,192,0.12307692307692308
2021,Germany,Panama,Latin America & Caribbean,High income,PANAMA CITY,17,15,2,0.11764705882352941
2021,Germany,Paraguay,Latin America & Caribbean,Upper middle income,ASUNCION,11,9,0,0.0
2021,Germany,Peru,Latin America & Caribbean,Upper middle income,LIMA,11,11,0,0.0
2021,Germany,Philippines,East Asia & Pacific,Lower middle income,MANILA,7503,7371,79,0.010604026845637583
2021,Germany,Poland,Europe & Central Asia,High income,WARSAW,1,1,0,0.0
2021,Germany,Qatar,Middle East & North Africa,High income,DOHA,9081,8364,316,0.03640552995391705
2021,Germany,Romania,Europe & Central Asia,High income,BUCHAREST,215,191,24,0.11162790697674418
2021,Germany,Russian Federation,Europe & Central Asia,Upper middle income,KALININGRAD,1162,1132,26,0.022452504317789293
2021,Germany,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,20063,16176,3774,0.18917293233082708
2021,Germany,Russian Federation,Europe & Central Asia,Upper middle income,NOVOSIBIRSK,2303,2267,8,0.0035164835164835165
2021,Germany,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,3525,3346,137,0.03933390755096181
2021,Germany,Russian Federation,Europe & Central Asia,Upper middle income,YEKATERINBURG,2212,1818,218,0.10707269155206287
2021,Germany,Rwanda,Sub-Saharan Africa,Low income,KIGALI,241,167,34,0.1691542288557214
2021,Germany,Saudi Arabia,Middle East & North Africa,High income,JEDDAH,2475,2341,81,0.03344343517753923
2021,Germany,Saudi Arabia,Middle East & North Africa,High income,RIYADH,12879,12499,306,0.02389691526747364
2021,Germany,Senegal,Sub-Saharan Africa,Lower middle income,DAKAR,981,601,375,0.38422131147540983
2021,Germany,Serbia,Europe & Central Asia,Upper middle income,BELGRADE,787,758,16,0.020671834625323
2021,Germany,Singapore,East Asia & Pacific,High income,SINGAPORE,2433,2339,86,0.03546391752577319
2021,Germany,Slovenia,Europe & Central Asia,High income,LJUBLJANA,116,2,40,0.9523809523809523
2021,Germany,South Africa,Sub-Saharan Africa,Upper middle income,CAPE TOWN,1874,1692,149,0.08093427485062465
2021,Germany,South Africa,Sub-Saharan Africa,Upper middle income,PRETORIA,2805,2116,363,0.1464300121016539
2021,Germany,"Korea, Rep.",East Asia & Pacific,High income,SEOUL,63,51,11,0.1774193548387097
2021,Germany,Spain,Europe & Central Asia,High income,MADRID,5,1,0,0.0
2021,Germany,Sri Lanka,South Asia,Lower middle income,COLOMBO,533,250,261,0.5107632093933464
2021,Germany,Sudan,Sub-Saharan Africa,Low income,KHARTOUM,272,178,85,0.3231939163498099
2021,Germany,Sweden,Europe & Central Asia,High income,STOCKHOLM,1,1,0,0.0
2021,Germany,Switzerland,Europe & Central Asia,High income,BERN,10,8,0,0.0
2021,Germany,Syrian Arab Republic,Middle East & North Africa,Low income,DAMASCUS,567,240,314,0.5667870036101083
2021,Germany,"Taiwan, China",East Asia & Pacific,High income,TAIPEI,48,41,4,0.08888888888888889
2021,Germany,Tajikistan,Europe & Central Asia,Lower middle income,DUSHANBE,1017,495,302,0.37892095357590966
2021,Germany,Tanzania,Sub-Saharan Africa,Lower middle income,DAR ES SALAAM,578,488,79,0.13932980599647266
2021,Germany,Thailand,East Asia & Pacific,Upper middle income,BANGKOK,6113,5260,537,0.0926341210971192
2021,Germany,Togo,Sub-Saharan Africa,Low income,LOME,198,167,30,0.15228426395939088
2021,Germany,Trinidad and Tobago,Latin America & Caribbean,High income,PORT OF SPAIN,29,27,1,0.03571428571428571
2021,Germany,Tunisia,Middle East & North Africa,Lower middle income,TUNIS,6247,4560,1583,0.25769168158880024
2021,Germany,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,32351,22269,10018,0.31027967912782234
2021,Germany,Türkiye,Europe & Central Asia,Upper middle income,ISTANBUL,48334,39485,8648,0.1796688342717055
2021,Germany,Türkiye,Europe & Central Asia,Upper middle income,IZMIR,12902,10658,2141,0.16727869364794123
2021,Germany,Turkmenistan,Europe & Central Asia,Upper middle income,ASHGABAT,43,13,0,0.0
2021,Germany,Uganda,Sub-Saharan Africa,Low income,KAMPALA,749,679,56,0.0761904761904762
2021,Germany,Ukraine,Europe & Central Asia,Lower middle income,KYIV,582,457,102,0.18246869409660108
2021,Germany,United Arab Emirates,Middle East & North Africa,High income,DUBAI,7910,5981,1716,0.22294400415746396
2021,Germany,United Kingdom,Europe & Central Asia,High income,EDINBURGH,213,182,24,0.11650485436893204
2021,Germany,United Kingdom,Europe & Central Asia,High income,LONDON,3891,3649,72,0.019349637194302608
2021,Germany,Uruguay,Latin America & Caribbean,High income,MONTEVIDEO,3,3,0,0.0
2021,Germany,United States,North America,High income,ATLANTA,303,284,6,0.020689655172413793
2021,Germany,United States,North America,High income,BOSTON,385,378,1,0.002638522427440633
2021,Germany,United States,North America,High income,CHICAGO,377,346,18,0.04945054945054945
2021,Germany,United States,North America,High income,HOUSTON,391,361,22,0.057441253263707574
2021,Germany,United States,North America,High income,LOS ANGELES,547,517,14,0.026365348399246705
2021,Germany,United States,North America,High income,MIAMI,209,195,0,0.0
2021,Germany,United States,North America,High income,NEW YORK,857,789,36,0.04363636363636364
2021,Germany,United States,North America,High income,SAN FRANCISCO,699,675,14,0.020319303338171262
2021,Germany,United States,North America,High income,WASHINGTON,262,256,2,0.007751937984496124
2021,Germany,Uzbekistan,Europe & Central Asia,Lower middle income,TASHKENT,2082,1693,257,0.1317948717948718
2021,Germany,"Venezuela, RB",Latin America & Caribbean,nan,CARACAS,0,0,0,
2021,Germany,Vietnam,East Asia & Pacific,Lower middle income,HANOI,65,59,1,0.016666666666666666
2021,Germany,Vietnam,East Asia & Pacific,Lower middle income,HO-CHI MINH CITY,63,38,25,0.3968253968253968
2021,Germany,Zambia,Sub-Saharan Africa,Lower middle income,LUSAKA,273,210,60,0.2222222222222222
2021,Germany,Zimbabwe,Sub-Saharan Africa,Lower middle income,HARARE,94,59,22,0.2716049382716049
2021,Greece,Albania,Europe & Central Asia,Upper middle income,GJIROKASTER,1,0,0,
2021,Greece,Albania,Europe & Central Asia,Upper middle income,KORCE,3,2,0,0.0
2021,Greece,Albania,Europe & Central Asia,Upper middle income,TIRANA,109,95,0,0.0
2021,Greece,Algeria,Middle East & North Africa,Lower middle income,ALGIERS,59,33,17,0.34
2021,Greece,Argentina,Latin America & Caribbean,Upper middle income,BUENOS AIRES,10,2,8,0.8
2021,Greece,Armenia,Europe & Central Asia,Upper middle income,YEREVAN,4681,4209,455,0.0975557461406518
2021,Greece,Australia,East Asia & Pacific,High income,MELBOURNE,6,6,0,0.0
2021,Greece,Australia,East Asia & Pacific,High income,SYDNEY,14,12,1,0.07692307692307693
2021,Greece,Austria,Europe & Central Asia,High income,VIENNA,4,4,0,0.0
2021,Greece,Azerbaijan,Europe & Central Asia,Upper middle income,BAKU,322,304,11,0.03492063492063492
2021,Greece,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SARAJEVO,8,5,2,0.2857142857142857
2021,Greece,Brazil,Latin America & Caribbean,Upper middle income,SAO PAULO,2,2,0,0.0
2021,Greece,Bulgaria,Europe & Central Asia,Upper middle income,SOFIA,624,613,6,0.009693053311793215
2021,Greece,Canada,North America,High income,MONTREAL,111,99,10,0.09174311926605505
2021,Greece,Canada,North America,High income,OTTAWA,21,17,3,0.15
2021,Greece,Canada,North America,High income,TORONTO,202,199,3,0.01485148514851485
2021,Greece,Canada,North America,High income,VANCOUVER,66,65,1,0.015151515151515152
2021,Greece,Chile,Latin America & Caribbean,High income,SANTIAGO,2,1,0,0.0
2021,Greece,China,East Asia & Pacific,Upper middle income,BEIJING,780,691,49,0.06621621621621622
2021,Greece,China,East Asia & Pacific,Upper middle income,GUANGZHOU,300,222,58,0.20714285714285716
2021,Greece,China,East Asia & Pacific,Upper middle income,SHANGHAI,444,411,16,0.03747072599531616
2021,Greece,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,KINSHASA,55,46,0,0.0
2021,Greece,Cuba,Latin America & Caribbean,Upper middle income,HAVANA,114,114,0,0.0
2021,Greece,Cyprus,Europe & Central Asia,High income,NICOSIA,699,497,187,0.2733918128654971
2021,Greece,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,ALEXANDRIA,283,279,1,0.0035714285714285713
2021,Greece,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,CAIRO,1214,1171,10,0.00846740050804403
2021,Greece,Ethiopia,Sub-Saharan Africa,Low income,ADDIS ABABA,134,129,1,0.007692307692307693
2021,Greece,France,Europe & Central Asia,High income,PARIS,12,12,0,0.0
2021,Greece,Germany,Europe & Central Asia,High income,STUTTGART,3,2,0,0.0
2021,Greece,China,East Asia & Pacific,Upper middle income,HONG KONG,43,43,0,0.0
2021,Greece,India,South Asia,Lower middle income,NEW DELHI,2615,1781,799,0.30968992248062016
2021,Greece,Indonesia,East Asia & Pacific,Upper middle income,JAKARTA,431,428,2,0.004651162790697674
2021,Greece,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,TEHERAN,524,487,4,0.008146639511201629
2021,Greece,Iraq,Middle East & North Africa,Upper middle income,BAGHDAD,274,237,17,0.06692913385826772
2021,Greece,Iraq,Middle East & North Africa,Upper middle income,ERBIL,84,75,4,0.05063291139240506
2021,Greece,Ireland,Europe & Central Asia,High income,DUBLIN,318,316,0,0.0
2021,Greece,Israel,Middle East & North Africa,High income,JERUSALEM,447,403,2,0.0049382716049382715
2021,Greece,Israel,Middle East & North Africa,High income,TEL AVIV,149,146,3,0.020134228187919462
2021,Greece,Italy,Europe & Central Asia,High income,ROME,5,2,0,0.0
2021,Greece,Japan,East Asia & Pacific,High income,TOKYO,27,26,0,0.0
2021,Greece,Jordan,Middle East & North Africa,Lower middle income,AMMAN,3493,2818,580,0.17068864037669218
2021,Greece,Kazakhstan,Europe & Central Asia,Upper middle income,NUR-SULTAN,515,495,17,0.033203125
2021,Greece,Kenya,Sub-Saharan Africa,Lower middle income,NAIROBI,394,385,7,0.017857142857142856
2021,Greece,Kosovo,Europe & Central Asia,Upper middle income,PRISTINA,4599,82,47,0.3643410852713178
2021,Greece,Kuwait,Middle East & North Africa,High income,KUWAIT CITY,3565,3384,153,0.043256997455470736
2021,Greece,Lebanon,Middle East & North Africa,Lower middle income,BEIRUT,7116,5922,1055,0.1512111222588505
2021,Greece,Mexico,Latin America & Caribbean,Upper middle income,MEXICO CITY,2,2,0,0.0
2021,Greece,Montenegro,Europe & Central Asia,Upper middle income,PODGORICA,49,49,0,0.0
2021,Greece,Morocco,Middle East & North Africa,Lower middle income,RABAT,60,53,5,0.08620689655172414
2021,Greece,Nigeria,Sub-Saharan Africa,Lower middle income,ABUJA,1513,1039,466,0.3096345514950166
2021,Greece,North Macedonia,Europe & Central Asia,Upper middle income,BITOLA,6,6,0,0.0
2021,Greece,North Macedonia,Europe & Central Asia,Upper middle income,SKOPJE,250,190,3,0.015544041450777202
2021,Greece,Pakistan,South Asia,Lower middle income,ISLAMABAD,324,298,2,0.006666666666666667
2021,Greece,Philippines,East Asia & Pacific,Lower middle income,MANILA,3721,3690,0,0.0
2021,Greece,Qatar,Middle East & North Africa,High income,DOHA,3500,3136,342,0.09833237492811961
2021,Greece,Romania,Europe & Central Asia,High income,BUCHAREST,325,265,57,0.17701863354037267
2021,Greece,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,154339,149886,3857,0.025087321048763194
2021,Greece,Russian Federation,Europe & Central Asia,Upper middle income,NOVOROSSIYSK,9287,7845,1259,0.1382908611599297
2021,Greece,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,15557,15139,293,0.018986521513737687
2021,Greece,Saudi Arabia,Middle East & North Africa,High income,JEDDAH,2789,2552,112,0.042042042042042045
2021,Greece,Saudi Arabia,Middle East & North Africa,High income,RIYADH,7385,6876,406,0.05575391375995606
2021,Greece,Serbia,Europe & Central Asia,Upper middle income,BELGRADE,170,169,0,0.0
2021,Greece,Singapore,East Asia & Pacific,High income,SINGAPORE,112,101,6,0.056074766355140186
2021,Greece,South Africa,Sub-Saharan Africa,Upper middle income,CAPE TOWN,183,180,0,0.0
2021,Greece,South Africa,Sub-Saharan Africa,Upper middle income,JOHANNESBURG,240,236,1,0.004219409282700422
2021,Greece,"Korea, Rep.",East Asia & Pacific,High income,SEOUL,6,6,0,0.0
2021,Greece,Spain,Europe & Central Asia,High income,MADRID,1,1,0,0.0
2021,Greece,Sweden,Europe & Central Asia,High income,STOCKHOLM,1,1,0,0.0
2021,Greece,Thailand,East Asia & Pacific,Upper middle income,BANGKOK,84,69,9,0.11538461538461539
2021,Greece,Tunisia,Middle East & North Africa,Lower middle income,TUNIS,884,680,138,0.1687041564792176
2021,Greece,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,1165,887,238,0.21155555555555555
2021,Greece,Türkiye,Europe & Central Asia,Upper middle income,EDIRNE,3644,3430,202,0.05561674008810573
2021,Greece,Türkiye,Europe & Central Asia,Upper middle income,ISTANBUL,29033,25764,2955,0.10289355478951218
2021,Greece,Türkiye,Europe & Central Asia,Upper middle income,IZMIR,4560,4138,382,0.08451327433628318
2021,Greece,Ukraine,Europe & Central Asia,Lower middle income,KYIV,184,151,26,0.14689265536723164
2021,Greece,Ukraine,Europe & Central Asia,Lower middle income,MARIUPOL,44,40,1,0.024390243902439025
2021,Greece,Ukraine,Europe & Central Asia,Lower middle income,ODESA,154,144,9,0.058823529411764705
2021,Greece,United Arab Emirates,Middle East & North Africa,High income,ABU DHABI,13950,9713,4027,0.2930858806404658
2021,Greece,United Kingdom,Europe & Central Asia,High income,LONDON,4526,4285,186,0.04160143144710356
2021,Greece,United States,North America,High income,ATLANTA,103,65,29,0.30851063829787234
2021,Greece,United States,North America,High income,BOSTON,167,164,1,0.006060606060606061
2021,Greece,United States,North America,High income,CHICAGO,234,232,0,0.0
2021,Greece,United States,North America,High income,HOUSTON,153,145,0,0.0
2021,Greece,United States,North America,High income,LOS ANGELES,198,194,1,0.005128205128205128
2021,Greece,United States,North America,High income,NEW YORK,577,565,1,0.0017667844522968198
2021,Greece,United States,North America,High income,SAN FRANCISCO,147,147,0,0.0
2021,Greece,United States,North America,High income,TAMPA,99,96,0,0.0
2021,Greece,United States,North America,High income,WASHINGTON,817,184,1,0.005405405405405406
2021,Greece,"Venezuela, RB",Latin America & Caribbean,nan,CARACAS,2,2,0,0.0
2021,Greece,Vietnam,East Asia & Pacific,Lower middle income,HANOI,72,68,0,0.0
2021,Greece,Zimbabwe,Sub-Saharan Africa,Lower middle income,HARARE,135,132,1,0.007518796992481203
2021,Hungary,Algeria,Middle East & North Africa,Lower middle income,ALGIERS,159,124,33,0.21019108280254778
2021,Hungary,Angola,Sub-Saharan Africa,Lower middle income,LUANDA,21,21,0,0.0
2021,Hungary,Argentina,Latin America & Caribbean,Upper middle income,BUENOS AIRES,2,2,0,0.0
2021,Hungary,Azerbaijan,Europe & Central Asia,Upper middle income,BAKU,1998,1839,152,0.07634354595680562
2021,Hungary,Belarus,Europe & Central Asia,Upper middle income,MINSK,13232,13075,128,0.00969476634098311
2021,Hungary,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SARAJEVO,4,4,0,0.0
2021,Hungary,Bulgaria,Europe & Central Asia,Upper middle income,SOFIA,143,138,3,0.02127659574468085
2021,Hungary,Canada,North America,High income,OTTAWA,19,15,4,0.21052631578947367
2021,Hungary,China,East Asia & Pacific,Upper middle income,BEIJING,753,744,4,0.0053475935828877
2021,Hungary,China,East Asia & Pacific,Upper middle income,CHONGQING,24,24,0,0.0
2021,Hungary,China,East Asia & Pacific,Upper middle income,SHANGHAI,240,192,26,0.11926605504587157
2021,Hungary,Colombia,Latin America & Caribbean,Upper middle income,BOGOTA,9,1,8,0.8888888888888888
2021,Hungary,Croatia,Europe & Central Asia,High income,ZAGREB,59,57,1,0.017241379310344827
2021,Hungary,Cuba,Latin America & Caribbean,Upper middle income,HAVANA,51,51,0,0.0
2021,Hungary,Ecuador,Latin America & Caribbean,Upper middle income,QUITO,52,52,0,0.0
2021,Hungary,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,CAIRO,627,539,62,0.10316139767054909
2021,Hungary,Ethiopia,Sub-Saharan Africa,Low income,ADDIS ABABA,121,101,12,0.10619469026548672
2021,Hungary,Ghana,Sub-Saharan Africa,Lower middle income,ACCRA,78,59,7,0.10606060606060606
2021,Hungary,India,South Asia,Lower middle income,MUMBAI,1646,1252,229,0.15462525320729237
2021,Hungary,India,South Asia,Lower middle income,NEW DELHI,879,337,536,0.6139747995418099
2021,Hungary,Indonesia,East Asia & Pacific,Upper middle income,JAKARTA,235,231,2,0.008583690987124463
2021,Hungary,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,TEHERAN,178,147,28,0.16
2021,Hungary,Iraq,Middle East & North Africa,Upper middle income,ERBIL,118,65,51,0.4396551724137931
2021,Hungary,Ireland,Europe & Central Asia,High income,DUBLIN,56,50,5,0.09090909090909091
2021,Hungary,Israel,Middle East & North Africa,High income,TEL AVIV,210,200,4,0.0196078431372549
2021,Hungary,Japan,East Asia & Pacific,High income,TOKYO,18,15,2,0.11764705882352941
2021,Hungary,Jordan,Middle East & North Africa,Lower middle income,AMMAN,110,70,0,0.0
2021,Hungary,Kazakhstan,Europe & Central Asia,Upper middle income,ALMATY,2691,2326,337,0.12654900488171236
2021,Hungary,Kenya,Sub-Saharan Africa,Lower middle income,NAIROBI,104,73,19,0.20652173913043478
2021,Hungary,Kosovo,Europe & Central Asia,Upper middle income,PRISTINA,291,228,48,0.17391304347826086
2021,Hungary,Kuwait,Middle East & North Africa,High income,KUWAIT CITY,135,129,5,0.03731343283582089
2021,Hungary,Kyrgyz Republic,Europe & Central Asia,Lower middle income,BISHKEK,489,371,82,0.18101545253863136
2021,Hungary,Lebanon,Middle East & North Africa,Lower middle income,BEIRUT,59,53,6,0.1016949152542373
2021,Hungary,Malaysia,East Asia & Pacific,Upper middle income,KUALA LUMPUR,1,1,0,0.0
2021,Hungary,Mexico,Latin America & Caribbean,Upper middle income,MEXICO CITY,6,6,0,0.0
2021,Hungary,Moldova,Europe & Central Asia,Upper middle income,CHISINAU,72,62,2,0.03125
2021,Hungary,Mongolia,East Asia & Pacific,Lower middle income,ULAN BATOR,213,207,0,0.0
2021,Hungary,Morocco,Middle East & North Africa,Lower middle income,RABAT,132,100,29,0.2248062015503876
2021,Hungary,Nigeria,Sub-Saharan Africa,Lower middle income,ABUJA,190,73,95,0.5654761904761905
2021,Hungary,North Macedonia,Europe & Central Asia,Upper middle income,SKOPJE,5,3,2,0.4
2021,Hungary,Oman,Middle East & North Africa,High income,MUSCAT,19,19,0,0.0
2021,Hungary,Pakistan,South Asia,Lower middle income,ISLAMABAD,139,92,47,0.3381294964028777
2021,Hungary,Peru,Latin America & Caribbean,Upper middle income,LIMA,1,1,0,0.0
2021,Hungary,Philippines,East Asia & Pacific,Lower middle income,MANILA,56,53,1,0.018518518518518517
2021,Hungary,Qatar,Middle East & North Africa,High income,DOHA,94,91,1,0.010869565217391304
2021,Hungary,Romania,Europe & Central Asia,High income,BUCHAREST,200,162,38,0.19
2021,Hungary,Russian Federation,Europe & Central Asia,Upper middle income,KAZAN,4085,4057,14,0.0034389584868582657
2021,Hungary,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,22227,21913,283,0.012750045053162733
2021,Hungary,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,5647,5623,18,0.0031909235951072504
2021,Hungary,Russian Federation,Europe & Central Asia,Upper middle income,YEKATERINBURG,3756,3742,7,0.0018671645772205922
2021,Hungary,Saudi Arabia,Middle East & North Africa,High income,RIYADH,401,361,37,0.09296482412060302
2021,Hungary,Serbia,Europe & Central Asia,Upper middle income,BELGRADE,249,214,32,0.13008130081300814
2021,Hungary,Serbia,Europe & Central Asia,Upper middle income,SUBOTICA,33,32,1,0.030303030303030304
2021,Hungary,Singapore,East Asia & Pacific,High income,SINGAPORE,22,22,0,0.0
2021,Hungary,South Africa,Sub-Saharan Africa,Upper middle income,PRETORIA,114,111,0,0.0
2021,Hungary,"Korea, Rep.",East Asia & Pacific,High income,SEOUL,3,3,0,0.0
2021,Hungary,"Taiwan, China",East Asia & Pacific,High income,TAIPEI,2,2,0,0.0
2021,Hungary,Thailand,East Asia & Pacific,Upper middle income,BANGKOK,75,75,0,0.0
2021,Hungary,Tunisia,Middle East & North Africa,Lower middle income,TUNIS,76,62,10,0.1388888888888889
2021,Hungary,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,950,787,162,0.17070600632244468
2021,Hungary,Türkiye,Europe & Central Asia,Upper middle income,ISTANBUL,4039,3514,488,0.12193903048475763
2021,Hungary,Ukraine,Europe & Central Asia,Lower middle income,BEREHOVE,36,32,4,0.1111111111111111
2021,Hungary,Ukraine,Europe & Central Asia,Lower middle income,KYIV,584,563,21,0.03595890410958904
2021,Hungary,Ukraine,Europe & Central Asia,Lower middle income,UZHHOROD,82,69,13,0.15853658536585366
2021,Hungary,United Arab Emirates,Middle East & North Africa,High income,ABU DHABI,809,601,188,0.23827629911280102
2021,Hungary,United Kingdom,Europe & Central Asia,High income,LONDON,413,386,23,0.05623471882640587
2021,Hungary,United States,North America,High income,CHICAGO,13,11,1,0.08333333333333333
2021,Hungary,United States,North America,High income,LOS ANGELES,29,24,2,0.07692307692307693
2021,Hungary,United States,North America,High income,NEW YORK,48,44,3,0.06382978723404255
2021,Hungary,United States,North America,High income,WASHINGTON,27,24,2,0.07692307692307693
2021,Hungary,Uzbekistan,Europe & Central Asia,Lower middle income,TASHKENT,573,531,2,0.00375234521575985
2021,Hungary,Vietnam,East Asia & Pacific,Lower middle income,HANOI,16,15,0,0.0
2021,Hungary,Vietnam,East Asia & Pacific,Lower middle income,HO-CHI MINH CITY,21,21,0,0.0
2021,Iceland,China,East Asia & Pacific,Upper middle income,BEIJING,28,23,0,0.0
2021,Iceland,India,South Asia,Lower middle income,NEW DELHI,929,653,250,0.2768549280177187
2021,Iceland,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,164,153,1,0.006493506493506494
2021,Iceland,United Kingdom,Europe & Central Asia,High income,LONDON,798,792,2,0.0025188916876574307
2021,Iceland,United States,North America,High income,WASHINGTON,816,748,6,0.007957559681697613
2021,Italy,Afghanistan,South Asia,Low income,KABUL,316,288,28,0.08860759493670886
2021,Italy,Albania,Europe & Central Asia,Upper middle income,TIRANA,200,199,1,0.005
2021,Italy,Albania,Europe & Central Asia,Upper middle income,VLORE,26,26,0,0.0
2021,Italy,Algeria,Middle East & North Africa,Lower middle income,ALGIERS,3593,2898,680,0.19005030743432086
2021,Italy,Angola,Sub-Saharan Africa,Lower middle income,LUANDA,169,162,7,0.04142011834319527
2021,Italy,Argentina,Latin America & Caribbean,Upper middle income,BUENOS AIRES,10,10,0,0.0
2021,Italy,Armenia,Europe & Central Asia,Upper middle income,YEREVAN,1915,1594,321,0.16762402088772846
2021,Italy,Australia,East Asia & Pacific,High income,ADELAIDE,1,1,0,0.0
2021,Italy,Australia,East Asia & Pacific,High income,BRISBANE,5,5,0,0.0
2021,Italy,Australia,East Asia & Pacific,High income,CANBERRA,6,6,0,0.0
2021,Italy,Australia,East Asia & Pacific,High income,MELBOURNE,15,14,1,0.06666666666666667
2021,Italy,Australia,East Asia & Pacific,High income,PERTH,2,2,0,0.0
2021,Italy,Australia,East Asia & Pacific,High income,SYDNEY,18,18,0,0.0
2021,Italy,Austria,Europe & Central Asia,High income,VIENNA,13,13,0,0.0
2021,Italy,Azerbaijan,Europe & Central Asia,Upper middle income,BAKU,809,749,60,0.07416563658838071
2021,Italy,Bahrain,Middle East & North Africa,High income,MANAMA,906,821,85,0.09381898454746136
2021,Italy,Bangladesh,South Asia,Lower middle income,DHAKA,883,749,118,0.13610149942329874
2021,Italy,Belarus,Europe & Central Asia,Upper middle income,MINSK,2983,2968,15,0.005028494803888703
2021,Italy,Belgium,Europe & Central Asia,High income,BRUSSELS,8,6,2,0.25
2021,Italy,Bolivia,Latin America & Caribbean,Lower middle income,LA PAZ,304,220,84,0.27631578947368424
2021,Italy,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SARAJEVO,28,26,2,0.07142857142857142
2021,Italy,Brazil,Latin America & Caribbean,Upper middle income,BELO HORIZONTE,1,1,0,0.0
2021,Italy,Brazil,Latin America & Caribbean,Upper middle income,BRASILIA,1,1,0,0.0
2021,Italy,Brazil,Latin America & Caribbean,Upper middle income,PORTO ALEGRE,8,7,1,0.125
2021,Italy,Brazil,Latin America & Caribbean,Upper middle income,RECIFE,3,3,0,0.0
2021,Italy,Brazil,Latin America & Caribbean,Upper middle income,RIO DE JANEIRO,5,5,0,0.0
2021,Italy,Brazil,Latin America & Caribbean,Upper middle income,SAO PAULO,3,2,1,0.3333333333333333
2021,Italy,Bulgaria,Europe & Central Asia,Upper middle income,SOFIA,127,124,2,0.015873015873015872
2021,Italy,Cameroon,Sub-Saharan Africa,Lower middle income,YAOUNDE,566,316,240,0.4316546762589928
2021,Italy,Canada,North America,High income,MONTREAL,108,107,1,0.009259259259259259
2021,Italy,Canada,North America,High income,OTTAWA,31,29,2,0.06451612903225806
2021,Italy,Canada,North America,High income,TORONTO,311,302,9,0.028938906752411574
2021,Italy,Canada,North America,High income,VANCOUVER,170,167,3,0.01764705882352941
2021,Italy,Chile,Latin America & Caribbean,High income,SANTIAGO,38,38,0,0.0
2021,Italy,China,East Asia & Pacific,Upper middle income,BEIJING,620,569,50,0.08077544426494346
2021,Italy,China,East Asia & Pacific,Upper middle income,CHONGQING,215,196,17,0.07981220657276995
2021,Italy,China,East Asia & Pacific,Upper middle income,GUANGZHOU,519,407,112,0.21579961464354527
2021,Italy,China,East Asia & Pacific,Upper middle income,SHANGHAI,640,538,102,0.159375
2021,Italy,Colombia,Latin America & Caribbean,Upper middle income,BOGOTA,12,11,1,0.08333333333333333
2021,Italy,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,BRAZZAVILLE,28,26,2,0.07142857142857142
2021,Italy,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,KINSHASA,437,281,48,0.1458966565349544
2021,Italy,Costa Rica,Latin America & Caribbean,Upper middle income,SAN JOSE,3,3,0,0.0
2021,Italy,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,ABIDJAN,1026,885,135,0.1323529411764706
2021,Italy,Croatia,Europe & Central Asia,High income,ZAGREB,460,458,2,0.004347826086956522
2021,Italy,Cuba,Latin America & Caribbean,Upper middle income,HAVANA,2920,2588,332,0.1136986301369863
2021,Italy,Cyprus,Europe & Central Asia,High income,NICOSIA,603,591,12,0.01990049751243781
2021,Italy,Czechia,Europe & Central Asia,High income,PRAGUE,1,1,0,0.0
2021,Italy,Ecuador,Latin America & Caribbean,Upper middle income,QUITO,1659,1456,203,0.12236286919831224
2021,Italy,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,CAIRO,6548,5352,1186,0.18140104007341695
2021,Italy,El Salvador,Latin America & Caribbean,Upper middle income,SAN SALVADOR,1,1,0,0.0
2021,Italy,Eritrea,Sub-Saharan Africa,Low income,ASMARA,256,222,34,0.1328125
2021,Italy,Ethiopia,Sub-Saharan Africa,Low income,ADDIS ABABA,1394,1058,187,0.1502008032128514
2021,Italy,Finland,Europe & Central Asia,High income,HELSINKI,7,7,0,0.0
2021,Italy,France,Europe & Central Asia,High income,PARIS,25,23,0,0.0
2021,Italy,Gabon,Sub-Saharan Africa,Upper middle income,LIBREVILLE,128,118,10,0.078125
